LOAN_NO,age,channel,education,income,install_num,is_attach,is_fam_know,is_fam_reg_add,is_insuuance,is_reg_live,live_build_type,loan_amt,mar_level,mar_status,mobile_time_span,mth_repay_amt,mth_repay_date,mth_tel_bill,nation,no_close_loan,sex,str_level,unit_prov,unit_scale,FPD30,unit_is_live,reg_is_unit
660002019030102646,38.0,PC,中专,6000.0,4.0,1.0,否,1.0,1.0,否,全款,3000.0,A1,已婚有子女,120.0,966.0,1.0,150-200,汉族,0.0,男,0.0,内蒙古,0-5,1.0,1,1
660002019020500122,26.0,微信,初中,7103.0,3.0,1.0,是,0.0,1.0,否,与父母同住,2000.0,A1,已婚有子女,5010.0,842.0,5.0,50-100,汉族,2.0,男,0.0,贵州,0-5,0.0,1,1
660002019030702057,21.0,PC,中专,7102.0,3.0,1.0,否,1.0,1.0,否,宿舍,2000.0,A1,未婚,5007.0,842.0,7.0,50-100,汉族,1.0,男,0.0,贵州,50-100,1.0,1,1
660002019030500835,30.0,PC,中专,4500.0,4.0,1.0,是,1.0,1.0,是,与父母同住,3000.0,A1,已婚有子女,12.0,966.0,5.0,100-150,汉族,1.0,男,0.0,海南,50-100,0.0,1,1
660002019022202291,31.0,微信,初中,6000.0,9.0,1.0,否,1.0,1.0,是,与父母同住,5000.0,A1,已婚有子女,36.0,793.0,22.0,0-50,汉族,0.0,男,0.0,河南,20-50,0.0,1,1
660002019030501895,22.0,PC,初中,7101.0,3.0,1.0,否,miss,1.0,否,租赁,2000.0,A1,未婚,5010.0,842.0,5.0,50-100,布依族,1.0,男,0.0,贵州,5-10,1.0,1,1
660002019030900776,48.0,PC,高中,7102.0,3.0,1.0,否,1.0,1.0,是,自建房,2000.0,A1,已婚有子女,5010.0,842.0,9.0,100-150,维吾尔族,1.0,男,0.0,新疆,0-5,1.0,1,1
660002019022002797,22.0,PC,中专,2000.0,12.0,1.0,是,1.0,1.0,否,宿舍,5000.0,A1,未婚,2.0,633.0,20.0,100-150,汉族,0.0,女,1.0,云南,5-10,0.0,1,1
660002019031000969,29.0,微信,初中,7105.0,4.0,1.0,是,1.0,1.0,否,宿舍,3000.0,A1,未婚,5010.0,966.0,10.0,100-150,苗族,1.0,男,0.0,贵州,5-10,0.0,1,1
660002019021900710,23.0,PC,初中,7102.0,3.0,1.0,是,0.0,1.0,是,与父母同住,2000.0,A1,未婚,5010.0,842.0,19.0,50-100,维吾尔族,1.0,男,0.0,新疆,0-5,0.0,1,1
660002019031100874,34.0,PC,大专,7102.0,4.0,1.0,miss,miss,1.0,否,全款,3000.0,A1,已婚有子女,5009.0,966.0,11.0,50-100,汉族,1.0,女,0.0,黑龙江,50-100,0.0,1,1
660002019031102791,22.0,微信,中专,5000.0,3.0,1.0,是,1.0,1.0,否,租赁,2000.0,A1,未婚,12.0,842.0,11.0,0-100元,汉族,0.0,男,0.0,陕西,200+,0.0,1,1
660002019030900717,51.0,PC,中专,7104.0,12.0,1.0,miss,miss,1.0,是,自建房,4000.0,A1,已婚有子女,5010.0,510.0,9.0,100-150,布依族,0.0,男,1.0,贵州,20-50,0.0,1,1
660002019022103304,39.0,PC,高中,1360.0,4.0,1.0,是,1.0,1.0,否,租赁,2000.0,A1,离婚,120.0,649.0,21.0,50-100,维吾尔族,0.0,女,0.0,新疆,200+,0.0,1,1
660002019022701062,37.0,PC,高中,7104.0,9.0,1.0,否,0.0,1.0,否,宿舍,4000.0,A1,未婚,5010.0,638.0,27.0,0-50,汉族,1.0,男,1.0,新疆,5-10,0.0,1,0
660002019030801760,35.0,PC,初中,7102.0,4.0,1.0,miss,miss,1.0,是,自建房,2000.0,A1,已婚有子女,5010.0,649.0,8.0,50-100,汉族,0.0,男,0.0,云南,0-5,0.0,1,1
660002019030102520,31.0,PC,大专,4000.0,12.0,1.0,是,1.0,1.0,是,其他,8000.0,A1,未婚,52.0,1004.0,1.0,101-200元,汉族,0.0,男,1.0,内蒙古,200+,1.0,1,1
660002019021601058,47.0,PC,初中,7103.0,3.0,1.0,是,1.0,1.0,否,租赁,2000.0,A1,已婚有子女,5010.0,842.0,16.0,100-150,汉族,1.0,女,0.0,贵州,0-5,0.0,1,1
660002019022500525,27.0,PC,高中,7105.0,9.0,1.0,否,1.0,1.0,否,租赁,6000.0,A1,已婚有子女,5010.0,949.0,25.0,50-100,汉族,1.0,男,1.0,新疆,200+,0.0,1,0
660002019031103549,23.0,微信,初中,5000.0,12.0,1.0,否,1.0,1.0,否,宿舍,8000.0,A1,未婚,0.0,1004.0,11.0,0-100元,汉族,0.0,男,0.0,新疆,100-200,0.0,0,0
660002019021300544,31.0,微信,初中,7102.0,12.0,1.0,miss,miss,1.0,否,全款,4000.0,A1,已婚有子女,5010.0,510.0,13.0,0-50,汉族,0.0,女,0.0,新疆,100-200,0.0,1,1
660002019021101216,25.0,微信,初中,7104.0,12.0,1.0,是,1.0,1.0,否,租赁,5000.0,A1,未婚,5009.0,633.0,11.0,50-100,汉族,0.0,男,0.0,贵州,0-5,0.0,1,1
660002019022601272,40.0,PC,硕士,4500.0,3.0,1.0,否,1.0,1.0,否,宿舍,2000.0,A1,离婚,36.0,842.0,26.0,0-100元,回族,0.0,男,0.0,青海,0-5,0.0,1,1
660002019030202149,31.0,PC,本科,6000.0,3.0,1.0,是,1.0,1.0,是,与父母同住,2000.0,A1,已婚有子女,38.0,842.0,2.0,50-100,汉族,0.0,女,0.0,西藏,0-5,0.0,1,1
660002019021700706,46.0,PC,高中,3000.0,4.0,1.0,否,1.0,1.0,是,全款,2000.0,A1,已婚有子女,480.0,649.0,17.0,0-100元,汉族,0.0,女,0.0,青海,200+,0.0,1,1
660002019031000990,38.0,微信,初中,3000.0,4.0,1.0,否,0.0,1.0,否,全款,3000.0,A1,已婚有子女,90.0,966.0,10.0,101-200元,汉族,0.0,女,0.0,宁夏,200+,0.0,1,1
660002019021104126,31.0,微信,高中,4500.0,12.0,1.0,是,1.0,1.0,否,租赁,6000.0,A1,已婚有子女,36.0,757.0,11.0,50-100,汉族,0.0,男,0.0,rare_prov,5-10,0.0,0,1
660002019021600164,32.0,微信,初中,7104.0,12.0,1.0,是,1.0,1.0,否,租赁,8000.0,A1,已婚有子女,5010.0,1004.0,16.0,50-100,汉族,0.0,女,0.0,北京,20-50,0.0,1,0
660002019020101943,26.0,PC,初中,7103.0,3.0,1.0,否,miss,1.0,否,其他,2000.0,A1,已婚有子女,5010.0,842.0,1.0,50-100,彝族,1.0,男,0.0,贵州,10-20,1.0,1,1
660002019020300487,28.0,微信,高中,7102.0,4.0,1.0,是,1.0,1.0,否,其他,3000.0,A1,未婚,5010.0,966.0,3.0,50-100,蒙古族,0.0,男,0.0,新疆,20-50,0.0,1,1
660002019030902638,45.0,PC,高中,7000.0,12.0,1.0,否,1.0,2.0,否,租赁,4000.0,A1,已婚有子女,40.0,482.0,9.0,100-150,汉族,0.0,男,1.0,贵州,0-5,0.0,1,1
660002019021103206,29.0,微信,初中,4000.0,12.0,1.0,否,1.0,1.0,是,与父母同住,8000.0,A1,已婚有子女,36.0,1004.0,11.0,50-100,布依族,0.0,女,0.0,浙江,0-5,0.0,0,0
660002019022400491,39.0,PC,中专,5000.0,12.0,1.0,是,0.0,2.0,否,与父母同住,8000.0,A1,已婚有子女,16.0,949.0,24.0,101-200元,汉族,0.0,女,1.0,贵州,0-5,0.0,1,1
660002019031103043,30.0,PC,中专,7103.0,12.0,1.0,否,0.0,1.0,是,与父母同住,4000.0,A1,已婚无子女,5009.0,510.0,11.0,100-150,汉族,1.0,女,1.0,贵州,0-5,0.0,1,1
660002019021900893,50.0,微信,初中,7105.0,4.0,1.0,miss,miss,1.0,否,全款,3000.0,A1,已婚有子女,5010.0,966.0,19.0,50-100,汉族,1.0,男,0.0,陕西,5-10,0.0,1,1
660002019022702455,31.0,PC,初中,7105.0,9.0,1.0,否,1.0,1.0,否,宿舍,4000.0,A1,已婚有子女,5010.0,638.0,27.0,100-150,rare_nation,0.0,女,1.0,四川,20-50,0.0,1,0
660002019020700716,25.0,微信,高中,7103.0,3.0,1.0,是,0.0,1.0,否,宿舍,2000.0,A1,未婚,5010.0,842.0,7.0,50-100,汉族,0.0,男,0.0,青海,20-50,0.0,1,0
660002019030801983,32.0,微信,中专,2800.0,4.0,1.0,否,1.0,1.0,否,租赁,3000.0,A1,已婚有子女,60.0,966.0,8.0,200+,汉族,0.0,女,0.0,甘肃,5-10,1.0,1,1
660002019030702963,26.0,微信,本科,7105.0,4.0,1.0,是,0.0,1.0,否,全款,3000.0,A1,已婚有子女,5010.0,966.0,7.0,50-100,藏族,1.0,女,0.0,西藏,20-50,0.0,1,1
660002019031302605,45.0,PC,初中,7105.0,9.0,1.0,miss,miss,1.0,是,自建房,5000.0,A1,已婚有子女,5010.0,793.0,13.0,100-150,土家族,1.0,男,1.0,贵州,0-5,0.0,1,1
660002019021200949,38.0,PC,初中,7104.0,4.0,1.0,是,1.0,1.0,否,宿舍,3000.0,A1,未婚,5010.0,966.0,12.0,50-100,rare_nation,1.0,男,0.0,云南,50-100,0.0,1,1
660002019021300485,42.0,微信,中专,4300.0,12.0,1.0,是,1.0,1.0,否,全款,8000.0,A1,已婚有子女,36.0,1004.0,13.0,50-100,维吾尔族,0.0,女,0.0,新疆,200+,0.0,1,1
660002019021200552,31.0,PC,中专,3500.0,3.0,1.0,是,1.0,1.0,是,与父母同住,2000.0,A1,已婚有子女,72.0,842.0,12.0,50-100,汉族,0.0,男,0.0,海南,0-5,0.0,1,1
660002019021101167,24.0,PC,中专,7104.0,3.0,1.0,是,0.0,1.0,否,与父母同住,2000.0,A1,未婚,5005.0,842.0,11.0,50-100,汉族,0.0,男,0.0,甘肃,5-10,1.0,1,1
660002019021400640,40.0,PC,初中,7103.0,12.0,1.0,miss,miss,1.0,否,全款,4000.0,A1,已婚有子女,5010.0,510.0,14.0,100-150,维吾尔族,1.0,男,1.0,新疆,0-5,0.0,1,1
660002019022704132,24.0,微信,中专,3400.0,4.0,1.0,是,1.0,1.0,是,与父母同住,3000.0,A1,未婚,24.0,966.0,27.0,0-100元,汉族,0.0,女,0.0,甘肃,0-5,0.0,1,1
660002019031100982,30.0,PC,高中,7105.0,4.0,1.0,是,0.0,1.0,是,与父母同住,3000.0,A1,已婚有子女,5010.0,966.0,11.0,100-150,汉族,1.0,男,0.0,贵州,0-5,0.0,1,1
660002019022102116,22.0,PC,中专,2000.0,12.0,1.0,否,1.0,1.0,否,租赁,4000.0,A1,未婚,12.0,510.0,21.0,100-150,汉族,0.0,男,1.0,新疆,20-50,0.0,1,1
660002019021301144,49.0,PC,中专,7105.0,12.0,1.0,miss,miss,1.0,否,全款,6000.0,A1,已婚有子女,5010.0,757.0,13.0,100-150,汉族,1.0,男,1.0,内蒙古,5-10,0.0,1,0
660002019030700945,19.0,微信,初中,7102.0,3.0,1.0,否,1.0,1.0,是,与父母同住,2000.0,A1,未婚,5010.0,842.0,7.0,100-150,布依族,0.0,女,0.0,贵州,5-10,1.0,1,1
660002019020901469,23.0,微信,中专,7103.0,12.0,1.0,是,1.0,1.0,否,租赁,5000.0,A1,未婚,5006.0,633.0,9.0,50-100,汉族,1.0,女,0.0,甘肃,200+,0.0,1,1
660002019022100838,47.0,PC,高中,5200.0,12.0,1.0,是,1.0,1.0,否,租赁,4000.0,A1,已婚有子女,36.0,510.0,21.0,50-100,汉族,0.0,男,1.0,广西,20-50,0.0,1,0
660002019022500976,28.0,微信,中专,6000.0,12.0,1.0,否,1.0,1.0,是,与父母同住,8000.0,A1,未婚,12.0,1004.0,25.0,100-150,汉族,0.0,男,0.0,内蒙古,0-5,0.0,1,1
660002019021101758,35.0,PC,初中,7105.0,4.0,1.0,miss,miss,1.0,否,租赁,3000.0,A1,已婚有子女,5010.0,966.0,11.0,50-100,汉族,0.0,女,0.0,海南,0-5,0.0,1,1
660002019021200749,46.0,PC,其他,2000.0,12.0,1.0,否,1.0,1.0,是,全款,4000.0,A1,已婚有子女,90.0,510.0,12.0,50-100,汉族,0.0,女,1.0,山西,0-5,0.0,1,1
660002019022302294,24.0,PC,高中,7103.0,3.0,1.0,否,miss,1.0,否,其他,2000.0,A1,未婚,5010.0,842.0,23.0,50-100,汉族,1.0,男,0.0,贵州,200+,0.0,1,0
660002019030703151,32.0,PC,大专,7105.0,12.0,1.0,miss,miss,1.0,否,与父母同住,4000.0,A1,已婚无子女,5009.0,510.0,7.0,200+,汉族,1.0,男,1.0,四川,0-5,0.0,1,1
660002019021102134,32.0,微信,高中,7104.0,9.0,1.0,miss,miss,1.0,否,自建房,6000.0,A1,已婚有子女,5010.0,949.0,11.0,100-150,哈萨克族,0.0,女,0.0,新疆,0-5,0.0,1,1
660002019030501664,48.0,PC,中专,7103.0,12.0,1.0,miss,miss,1.0,是,全款,5000.0,A1,已婚有子女,5008.0,633.0,5.0,50-100,哈萨克族,1.0,女,1.0,新疆,20-50,0.0,1,1
660002019022803292,39.0,PC,初中,3000.0,12.0,1.0,否,1.0,1.0,否,租赁,5000.0,A1,已婚有子女,1.0,592.0,28.0,50-100,汉族,0.0,男,0.0,贵州,0-5,0.0,1,1
660002019031502238,28.0,PC,小学,5000.0,3.0,1.0,是,1.0,1.0,否,租赁,2000.0,A1,已婚有子女,6.0,842.0,15.0,0-100元,汉族,0.0,男,0.0,陕西,0-5,0.0,1,1
660002019022001796,49.0,微信,高中,7105.0,4.0,1.0,否,1.0,1.0,否,租赁,3000.0,A1,已婚有子女,5010.0,966.0,20.0,50-100,汉族,0.0,男,0.0,新疆,10-20,0.0,1,0
660002019031500681,22.0,PC,初中,7104.0,12.0,1.0,miss,miss,1.0,否,租赁,4000.0,A1,已婚有子女,5006.0,510.0,15.0,0-50,汉族,1.0,女,1.0,新疆,10-20,0.0,1,0
660002019031302400,47.0,PC,初中,7105.0,12.0,1.0,miss,miss,1.0,是,自建房,8000.0,A1,已婚有子女,5010.0,937.0,13.0,200+,汉族,0.0,男,0.0,rare_prov,10-20,0.0,1,0
660002019031202965,26.0,PC,高中,7105.0,3.0,1.0,否,0.0,1.0,否,宿舍,2000.0,A1,已婚无子女,5010.0,842.0,12.0,50-100,汉族,0.0,男,0.0,内蒙古,200+,0.0,1,1
660002019022401611,32.0,PC,初中,2900.0,12.0,1.0,是,1.0,1.0,否,自建房,4000.0,A1,已婚有子女,36.0,510.0,24.0,50-100,汉族,0.0,女,1.0,贵州,200+,0.0,1,1
660002019022500805,22.0,PC,初中,7103.0,3.0,1.0,否,1.0,1.0,否,宿舍,2000.0,A1,未婚,5009.0,842.0,25.0,50-100,汉族,1.0,男,0.0,海南,50-100,0.0,1,1
660002019030802785,27.0,微信,初中,7102.0,9.0,1.0,是,1.0,1.0,是,自建房,4000.0,A1,离婚,5010.0,638.0,8.0,50-100,汉族,0.0,女,0.0,四川,200+,0.0,1,1
660002019022500958,34.0,PC,高中,7104.0,12.0,1.0,否,1.0,2.0,否,宿舍,7000.0,A1,已婚有子女,5010.0,832.0,25.0,50-100,汉族,0.0,男,1.0,贵州,20-50,0.0,1,1
660002019031303102,28.0,PC,初中,7105.0,4.0,1.0,是,1.0,1.0,否,租赁,3000.0,A1,已婚有子女,5010.0,966.0,13.0,50-100,汉族,2.0,男,0.0,贵州,0-5,0.0,1,1
660002019022301673,45.0,PC,大专,7102.0,9.0,1.0,miss,miss,1.0,否,租赁,4000.0,A1,已婚有子女,5010.0,638.0,23.0,100-150,汉族,0.0,女,1.0,甘肃,200+,0.0,1,0
660002019022400885,30.0,PC,大专,7103.0,3.0,1.0,是,0.0,1.0,是,全款,2000.0,A1,已婚无子女,5008.0,842.0,24.0,50-100,回族,1.0,男,0.0,青海,5-10,1.0,1,1
660002019022802128,38.0,PC,初中,2800.0,4.0,1.0,是,1.0,1.0,否,与父母同住,3000.0,A1,已婚有子女,80.0,966.0,28.0,200+,汉族,0.0,男,0.0,海南,20-50,0.0,1,1
660002019022503004,25.0,微信,中专,7102.0,9.0,1.0,miss,miss,1.0,否,自建房,4000.0,A1,已婚有子女,5009.0,638.0,25.0,50-100,汉族,1.0,女,0.0,山西,0-5,0.0,1,1
660002019031401136,20.0,微信,初中,2400.0,4.0,1.0,否,1.0,1.0,否,宿舍,3000.0,A1,未婚,3.0,966.0,14.0,0-100元,壮族,0.0,男,0.0,云南,5-10,1.0,1,1
660002019031300976,51.0,PC,其他,4500.0,12.0,1.0,否,1.0,1.0,否,租赁,7000.0,A1,已婚有子女,14.0,880.0,13.0,50-100,汉族,0.0,女,1.0,海南,0-5,0.0,1,1
660002019021302556,53.0,PC,初中,3000.0,4.0,1.0,是,1.0,1.0,否,宿舍,2000.0,A1,已婚有子女,88.0,649.0,13.0,100-150,汉族,0.0,男,0.0,山西,20-50,0.0,1,1
660002019030601943,36.0,PC,初中,7104.0,6.0,1.0,miss,miss,1.0,是,自建房,4000.0,A1,已婚有子女,5010.0,826.0,6.0,50-100,汉族,0.0,男,0.0,贵州,5-10,0.0,1,1
660002019022503201,28.0,PC,初中,7103.0,3.0,1.0,否,1.0,1.0,否,租赁,2000.0,A1,已婚有子女,5008.0,842.0,25.0,50-100,汉族,1.0,女,0.0,贵州,5-10,0.0,1,1
660002019030703789,26.0,微信,本科,3000.0,4.0,1.0,是,1.0,1.0,是,与父母同住,3000.0,A1,未婚,9.0,966.0,7.0,50-100,维吾尔族,0.0,女,0.0,新疆,100-200,1.0,1,1
660002019031000087,24.0,微信,初中,2300.0,4.0,1.0,否,1.0,1.0,否,全款,3000.0,A1,未婚,12.0,966.0,10.0,101-200元,汉族,0.0,男,0.0,甘肃,5-10,1.0,1,1
660002019021702279,39.0,PC,初中,6000.0,12.0,1.0,否,1.0,1.0,否,租赁,6000.0,A1,已婚有子女,12.0,707.0,17.0,100-150,汉族,0.0,男,0.0,贵州,5-10,0.0,1,1
660002019022702579,40.0,PC,大专,7105.0,4.0,1.0,是,0.0,1.0,否,自建房,3000.0,A1,已婚有子女,5005.0,966.0,27.0,50-100,汉族,0.0,男,0.0,山西,200+,0.0,1,1
660002019031402434,30.0,PC,高中,3000.0,4.0,1.0,是,0.0,1.0,否,全款,2000.0,A1,未婚,12.0,649.0,14.0,0-50,哈萨克族,0.0,女,0.0,新疆,0-5,0.0,1,1
660002019022200914,38.0,PC,初中,7104.0,12.0,1.0,否,1.0,1.0,否,租赁,5000.0,A1,未婚,5009.0,633.0,22.0,50-100,汉族,1.0,男,1.0,贵州,0-5,1.0,1,1
660002019021803501,30.0,PC,初中,7103.0,3.0,1.0,是,1.0,1.0,是,与父母同住,2000.0,A1,已婚有子女,5010.0,842.0,18.0,50-100,维吾尔族,1.0,男,0.0,新疆,20-50,0.0,1,1
660002019031402233,29.0,PC,中专,4800.0,4.0,1.0,否,1.0,1.0,否,全款,2000.0,A1,已婚有子女,26.0,649.0,14.0,0-100元,汉族,0.0,男,0.0,四川,0-5,0.0,1,1
660002019031400900,19.0,微信,大专,7103.0,3.0,1.0,否,1.0,1.0,否,租赁,2000.0,A1,未婚,5008.0,842.0,14.0,50-100,汉族,1.0,男,0.0,甘肃,10-20,0.0,1,1
660002019022701875,44.0,PC,初中,7105.0,9.0,1.0,是,0.0,1.0,是,自建房,4000.0,A1,离婚,5010.0,638.0,27.0,100-150,汉族,1.0,男,1.0,贵州,0-5,0.0,1,1
660002019030500065,38.0,微信,高中,7000.0,9.0,1.0,否,1.0,1.0,否,全款,4000.0,A1,已婚有子女,6.0,638.0,5.0,200+,回族,0.0,男,0.0,内蒙古,0-5,0.0,1,1
660002019031301876,45.0,PC,高中,7105.0,12.0,1.0,miss,miss,1.0,否,租赁,8000.0,A1,已婚有子女,5010.0,937.0,13.0,100-150,汉族,0.0,男,0.0,四川,5-10,0.0,0,0
660002019022603041,49.0,PC,初中,3000.0,12.0,1.0,是,1.0,1.0,否,租赁,5000.0,A1,已婚有子女,13.0,633.0,26.0,50-100,rare_nation,0.0,男,1.0,青海,20-50,0.0,1,1
660002019022301316,38.0,PC,初中,8000.0,3.0,1.0,否,1.0,1.0,否,租赁,2000.0,A1,已婚有子女,60.0,842.0,23.0,101-200元,彝族,0.0,女,0.0,云南,0-5,0.0,1,0
660002019020801110,31.0,微信,中专,7105.0,12.0,1.0,否,1.0,1.0,否,宿舍,5000.0,A1,未婚,5010.0,633.0,8.0,100-150,汉族,1.0,男,0.0,海南,10-20,0.0,1,1
660002019031201195,29.0,微信,本科,3600.0,4.0,1.0,否,1.0,1.0,否,租赁,3000.0,A1,未婚,51.0,966.0,12.0,0-100元,汉族,0.0,男,0.0,甘肃,20-50,0.0,1,1
660002019031503918,29.0,微信,初中,7104.0,4.0,1.0,否,1.0,1.0,否,宿舍,3000.0,A1,未婚,5010.0,966.0,15.0,100-150,彝族,1.0,男,0.0,贵州,20-50,0.0,1,1
660002019021801047,52.0,PC,初中,7102.0,4.0,1.0,是,0.0,1.0,否,全款,3000.0,A1,已婚有子女,5010.0,966.0,18.0,50-100,维吾尔族,0.0,女,0.0,新疆,100-200,1.0,1,1
660002019021400802,22.0,PC,其他,3000.0,3.0,1.0,否,1.0,1.0,否,宿舍,2000.0,A1,未婚,36.0,842.0,14.0,100-150,汉族,0.0,男,0.0,贵州,20-50,0.0,1,1
660002019030601748,52.0,PC,本科,7101.0,4.0,1.0,miss,miss,1.0,是,自建房,2000.0,A1,已婚有子女,5010.0,649.0,6.0,50-100,rare_nation,0.0,男,0.0,云南,0-5,0.0,1,1
660002019022800702,23.0,PC,大专,7103.0,3.0,1.0,否,1.0,1.0,是,全款,2000.0,A1,已婚有子女,5010.0,842.0,28.0,50-100,维吾尔族,1.0,女,0.0,新疆,10-20,0.0,1,1
660002019030300837,46.0,微信,初中,6500.0,12.0,1.0,是,1.0,1.0,是,全款,5000.0,A1,已婚有子女,80.0,633.0,3.0,0-100元,汉族,0.0,男,0.0,新疆,0-5,0.0,1,1
660002019031401106,18.0,PC,中专,7103.0,3.0,1.0,否,1.0,1.0,否,宿舍,2000.0,A1,未婚,5010.0,842.0,14.0,0-50,汉族,1.0,男,0.0,海南,20-50,0.0,1,1
660002019022804018,25.0,微信,初中,7104.0,9.0,1.0,否,miss,1.0,否,与父母同住,4000.0,A1,未婚,5008.0,638.0,28.0,0-50,汉族,1.0,男,0.0,新疆,0-5,0.0,1,0
660002019022701403,27.0,微信,初中,3000.0,4.0,1.0,是,1.0,1.0,是,与父母同住,3000.0,A1,已婚有子女,41.0,966.0,27.0,100-150,布依族,0.0,男,0.0,贵州,0-5,0.0,1,1
660002019022201848,40.0,PC,中专,1700.0,9.0,1.0,是,1.0,1.0,否,全款,4000.0,A1,已婚有子女,30.0,638.0,22.0,101-200元,汉族,0.0,女,1.0,山西,0-5,0.0,1,1
660002019022200527,41.0,PC,高中,7105.0,3.0,1.0,否,0.0,1.0,是,自建房,2000.0,A1,已婚有子女,5010.0,842.0,22.0,50-100,汉族,1.0,男,0.0,海南,0-5,0.0,1,0
660002019022500169,25.0,微信,中专,7104.0,4.0,1.0,否,1.0,1.0,否,租赁,3000.0,A1,已婚有子女,5010.0,966.0,25.0,100-150,汉族,1.0,男,0.0,贵州,20-50,0.0,1,1
660002019021602395,25.0,PC,大专,7105.0,12.0,1.0,是,1.0,1.0,否,租赁,6000.0,A1,未婚,5009.0,757.0,16.0,50-100,藏族,0.0,女,1.0,青海,20-50,0.0,1,1
660002019022500361,39.0,微信,高中,7103.0,9.0,1.0,是,1.0,1.0,否,全款,6000.0,A1,已婚有子女,5010.0,949.0,25.0,50-100,汉族,0.0,女,0.0,河南,20-50,0.0,1,1
660002019030301163,28.0,微信,高中,7105.0,9.0,1.0,是,1.0,1.0,否,租赁,4000.0,A1,未婚,5010.0,638.0,3.0,150-200,汉族,0.0,男,0.0,新疆,20-50,0.0,1,1
660002019021200055,30.0,微信,初中,7104.0,4.0,1.0,是,1.0,1.0,否,租赁,3000.0,A1,未婚,5009.0,966.0,12.0,100-150,回族,1.0,女,0.0,青海,5-10,0.0,1,1
660002019022803240,25.0,微信,大专,3500.0,12.0,1.0,是,1.0,1.0,否,租赁,7000.0,A1,未婚,36.0,880.0,28.0,50-100,汉族,0.0,男,0.0,新疆,20-50,0.0,1,0
660002019022102384,52.0,PC,初中,6000.0,3.0,1.0,否,1.0,1.0,否,租赁,2000.0,A1,已婚有子女,70.0,842.0,21.0,0-100元,汉族,0.0,男,0.0,陕西,50-100,0.0,1,1
660002019020201096,37.0,PC,初中,3500.0,9.0,1.0,否,1.0,1.0,否,租赁,5000.0,A1,已婚有子女,36.0,793.0,2.0,50-100,壮族,0.0,男,1.0,广西,20-50,0.0,1,0
660002019022400485,53.0,微信,初中,7105.0,9.0,1.0,miss,miss,1.0,否,自建房,6000.0,A1,已婚有子女,5010.0,949.0,24.0,100-150,苗族,1.0,男,0.0,贵州,20-50,0.0,1,1
660002019021300910,33.0,PC,初中,7104.0,12.0,1.0,miss,miss,1.0,否,租赁,7000.0,A1,已婚有子女,5010.0,880.0,13.0,200+,汉族,0.0,女,1.0,甘肃,0-5,0.0,1,1
660002019030200972,31.0,PC,初中,7105.0,12.0,1.0,是,1.0,1.0,否,租赁,4000.0,A1,未婚,5008.0,510.0,2.0,50-100,汉族,1.0,男,1.0,新疆,5-10,0.0,1,0
660002019021200469,33.0,PC,大专,7105.0,4.0,1.0,是,1.0,1.0,否,全款,3000.0,A1,已婚无子女,5010.0,966.0,12.0,50-100,rare_nation,1.0,男,0.0,新疆,20-50,0.0,1,1
660002019030602689,23.0,PC,初中,2000.0,4.0,1.0,否,1.0,1.0,否,与父母同住,2000.0,A1,已婚有子女,24.0,649.0,6.0,50-100,汉族,0.0,女,0.0,贵州,0-5,0.0,1,1
660002019022101786,38.0,微信,高中,7104.0,12.0,1.0,是,0.0,1.0,否,自建房,4000.0,A1,已婚有子女,5009.0,510.0,21.0,100-150,汉族,2.0,男,0.0,贵州,0-5,0.0,1,1
660002019022001799,28.0,微信,中专,7102.0,4.0,1.0,是,1.0,1.0,是,全款,3000.0,A1,已婚有子女,5008.0,966.0,20.0,100-150,汉族,0.0,女,0.0,贵州,10-20,0.0,1,1
660002019030503210,31.0,PC,高中,3000.0,4.0,1.0,否,1.0,1.0,否,宿舍,3000.0,A1,未婚,8.0,966.0,5.0,200+,汉族,0.0,男,0.0,云南,0-5,1.0,1,1
660002019031302587,33.0,PC,中专,7105.0,12.0,1.0,是,0.0,1.0,否,全款,8000.0,A1,已婚有子女,5010.0,1004.0,13.0,0-50,汉族,0.0,女,1.0,内蒙古,5-10,0.0,1,0
660002019020701328,40.0,微信,高中,7104.0,9.0,1.0,否,0.0,1.0,否,租赁,4000.0,A1,未婚,5010.0,638.0,7.0,50-100,汉族,1.0,男,0.0,甘肃,100-200,0.0,0,0
660002019031202045,48.0,PC,初中,7102.0,4.0,1.0,miss,miss,1.0,否,租赁,2000.0,A1,已婚有子女,5010.0,649.0,12.0,50-100,回族,1.0,女,0.0,甘肃,5-10,0.0,1,1
660002019022602529,43.0,PC,中专,7103.0,4.0,1.0,否,0.0,1.0,是,自建房,2000.0,A1,已婚有子女,5010.0,649.0,26.0,50-100,维吾尔族,1.0,男,0.0,新疆,200+,0.0,1,1
660002019030803673,29.0,PC,中专,7103.0,9.0,1.0,是,0.0,1.0,否,自建房,4000.0,A1,已婚无子女,5009.0,638.0,8.0,100-150,汉族,0.0,女,1.0,贵州,5-10,0.0,1,1
660002019030801768,29.0,微信,初中,7103.0,4.0,1.0,miss,miss,1.0,否,租赁,3000.0,A1,已婚有子女,5008.0,966.0,8.0,50-100,汉族,1.0,男,0.0,海南,0-5,0.0,1,1
660002019021702576,22.0,微信,高中,3000.0,12.0,1.0,是,1.0,1.0,否,自建房,5000.0,A1,已婚有子女,96.0,633.0,17.0,50-100,黎族,0.0,女,0.0,贵州,0-5,0.0,1,1
