LOAN_NO,age,channel,education,income,install_num,is_attach,is_fam_know,is_fam_reg_add,is_insuuance,is_reg_live,live_build_type,loan_amt,mar_level,mar_status,mobile_time_span,mth_repay_amt,mth_repay_date,mth_tel_bill,nation,no_close_loan,sex,str_level,unit_prov,unit_scale,FPD30,unit_is_live,reg_is_unit
660002019031200146,18.0,微信,初中,7104.0,3.0,1.0,是,0.0,1.0,否,全款,2000.0,A1,未婚,5009.0,842.0,12.0,50-100,回族,2.0,男,0.0,新疆,5-10,0.0,1,0
660002019030301562,30.0,PC,初中,7105.0,4.0,1.0,miss,miss,1.0,否,全款,2000.0,A1,已婚有子女,5010.0,649.0,3.0,50-100,汉族,1.0,男,0.0,黑龙江,0-5,0.0,1,1
660002019030802430,32.0,PC,高中,7105.0,4.0,1.0,miss,miss,1.0,是,自建房,2000.0,A1,已婚有子女,5010.0,649.0,8.0,100-150,藏族,1.0,男,0.0,西藏,0-5,0.0,1,1
660002019021701101,48.0,PC,初中,7103.0,4.0,1.0,miss,miss,1.0,否,宿舍,3000.0,A1,已婚有子女,5010.0,966.0,17.0,150-200,白族,1.0,男,0.0,贵州,50-100,0.0,1,1
660002019022602733,25.0,PC,初中,5000.0,12.0,1.0,否,1.0,1.0,是,与父母同住,4000.0,A1,未婚,48.0,510.0,26.0,100-150,汉族,0.0,男,1.0,甘肃,5-10,1.0,1,1
660002019031002569,53.0,PC,小学,7102.0,3.0,1.0,miss,miss,1.0,是,自建房,2000.0,A1,已婚有子女,5010.0,842.0,10.0,150-200,汉族,0.0,男,0.0,四川,0-5,0.0,1,1
660002019021303016,30.0,PC,中专,7103.0,3.0,1.0,miss,miss,1.0,否,自建房,2000.0,A1,已婚有子女,5009.0,842.0,13.0,100-150,维吾尔族,1.0,女,0.0,新疆,20-50,1.0,1,1
660002019021702954,33.0,PC,初中,7104.0,12.0,1.0,miss,miss,1.0,是,全款,8000.0,A1,已婚有子女,5010.0,1004.0,17.0,50-100,汉族,0.0,男,1.0,贵州,0-5,0.0,1,1
660002019022103056,26.0,微信,初中,7105.0,3.0,1.0,是,1.0,1.0,是,与父母同住,2000.0,A1,未婚,5010.0,842.0,21.0,150-200,彝族,0.0,男,0.0,贵州,0-5,0.0,1,1
660002019031101581,22.0,PC,初中,7103.0,3.0,1.0,否,1.0,1.0,否,租赁,2000.0,A1,未婚,5010.0,842.0,11.0,100-150,汉族,0.0,男,0.0,贵州,10-20,0.0,1,1
660002019021201745,24.0,微信,初中,3000.0,9.0,2.0,是,1.0,1.0,否,租赁,4000.0,A1,未婚,15.0,623.0,12.0,100-150,壮族,0.0,男,0.0,云南,50-100,0.0,1,1
660002019021400709,33.0,PC,中专,7105.0,12.0,1.0,否,1.0,1.0,是,自建房,8000.0,A1,已婚有子女,5010.0,937.0,14.0,100-150,汉族,0.0,男,0.0,rare_prov,50-100,0.0,1,0
660002019021503000,22.0,微信,初中,4000.0,9.0,1.0,是,1.0,1.0,否,租赁,6000.0,A1,未婚,8.0,949.0,15.0,101-200元,汉族,0.0,男,0.0,贵州,0-5,0.0,1,1
660002019021101896,44.0,PC,初中,5000.0,3.0,1.0,否,1.0,1.0,否,全款,2000.0,A1,已婚有子女,120.0,842.0,11.0,100-150,汉族,0.0,男,0.0,内蒙古,200+,0.0,1,1
660002019021501893,29.0,PC,中专,7102.0,3.0,1.0,否,0.0,1.0,否,全款,2000.0,A1,未婚,5010.0,842.0,15.0,0-50,回族,0.0,男,0.0,新疆,5-10,1.0,1,1
660002019022501773,32.0,微信,高中,7103.0,4.0,1.0,否,1.0,1.0,是,与父母同住,3000.0,A1,已婚有子女,5010.0,966.0,25.0,100-150,东乡族,1.0,男,0.0,甘肃,5-10,1.0,1,1
660002019022003429,35.0,PC,大专,7104.0,4.0,1.0,miss,miss,1.0,否,全款,2000.0,A1,已婚有子女,5010.0,649.0,20.0,50-100,哈萨克族,1.0,女,0.0,新疆,5-10,0.0,1,1
660002019031101672,30.0,微信,高中,5000.0,4.0,1.0,是,1.0,1.0,是,全款,3000.0,A1,已婚有子女,60.0,966.0,11.0,50-100,汉族,1.0,男,0.0,新疆,0-5,0.0,1,1
660002019030202227,29.0,PC,小学,7104.0,4.0,1.0,否,1.0,1.0,否,宿舍,2000.0,A1,已婚有子女,5010.0,649.0,2.0,100-150,rare_nation,0.0,男,0.0,青海,5-10,0.0,1,1
660002019031100360,19.0,微信,初中,7103.0,12.0,1.0,是,1.0,1.0,否,租赁,6000.0,A1,未婚,5010.0,757.0,11.0,50-100,汉族,0.0,女,0.0,海南,10-20,0.0,1,1
660002019022601575,26.0,微信,中专,2500.0,3.0,1.0,否,1.0,1.0,否,自建房,2000.0,A1,已婚有子女,7.0,842.0,26.0,50-100,布依族,0.0,女,0.0,贵州,20-50,0.0,1,1
660002019031202963,26.0,微信,本科,7105.0,12.0,1.0,否,1.0,1.0,否,租赁,5000.0,A1,未婚,5010.0,633.0,12.0,150-200,汉族,1.0,男,0.0,广东,10-20,0.0,0,0
660002019030200251,23.0,微信,初中,4500.0,9.0,1.0,否,1.0,1.0,是,与父母同住,4000.0,A1,已婚有子女,40.0,638.0,2.0,0-100元,布依族,1.0,女,0.0,浙江,0-5,0.0,0,0
660002019022003678,22.0,微信,初中,3000.0,3.0,1.0,是,1.0,1.0,否,租赁,2000.0,A1,未婚,12.0,842.0,20.0,0-100元,汉族,0.0,女,0.0,浙江,0-5,0.0,0,0
660002019022200196,25.0,微信,高中,7103.0,9.0,1.0,是,1.0,1.0,否,租赁,4000.0,A1,未婚,5008.0,638.0,22.0,50-100,汉族,1.0,男,0.0,海南,10-20,0.0,1,0
660002019031403812,22.0,微信,初中,7104.0,4.0,1.0,否,miss,1.0,否,租赁,3000.0,A1,未婚,5010.0,966.0,14.0,100-150,汉族,1.0,男,0.0,陕西,5-10,0.0,1,1
660002019030801073,19.0,微信,高中,7102.0,3.0,1.0,否,miss,1.0,是,与父母同住,2000.0,A1,未婚,5010.0,842.0,8.0,0-50,藏族,1.0,男,0.0,四川,0-5,0.0,1,1
660002019021903139,37.0,PC,初中,7103.0,4.0,1.0,否,0.0,1.0,否,租赁,3000.0,A1,已婚有子女,5010.0,966.0,19.0,50-100,汉族,1.0,男,0.0,四川,0-5,0.0,1,1
660002019022703145,39.0,微信,初中,7105.0,9.0,1.0,否,miss,1.0,否,全款,6000.0,A1,离婚,5009.0,949.0,27.0,50-100,回族,1.0,女,0.0,新疆,0-5,0.0,1,1
660002019021804002,31.0,微信,高中,7104.0,12.0,1.0,否,1.0,1.0,否,租赁,6000.0,A1,未婚,5010.0,757.0,18.0,100-150,汉族,0.0,女,0.0,海南,0-5,0.0,1,1
660002019022601719,29.0,微信,高中,7104.0,4.0,1.0,否,miss,1.0,否,全款,3000.0,A1,离婚,5009.0,966.0,26.0,150-200,汉族,1.0,男,0.0,贵州,50-100,1.0,1,1
660002019031000937,29.0,PC,初中,7103.0,12.0,1.0,否,1.0,2.0,否,全款,4000.0,A1,离婚,86.0,482.0,10.0,0-100元,汉族,0.0,男,1.0,贵州,200+,0.0,1,1
660002019022401691,29.0,PC,初中,7102.0,4.0,1.0,否,1.0,1.0,否,宿舍,2000.0,A1,已婚有子女,5007.0,649.0,24.0,50-100,回族,1.0,女,0.0,新疆,5-10,0.0,1,1
660002019030702958,24.0,PC,中专,7105.0,3.0,1.0,否,1.0,1.0,否,租赁,2000.0,A1,已婚有子女,5008.0,842.0,7.0,0-50,藏族,1.0,男,0.0,青海,0-5,0.0,1,1
660002019030201795,36.0,微信,高中,7105.0,9.0,1.0,是,1.0,1.0,否,租赁,6000.0,A1,未婚,5010.0,949.0,2.0,50-100,藏族,1.0,男,0.0,西藏,10-20,0.0,1,1
660002019030503295,27.0,微信,中专,7103.0,4.0,1.0,否,1.0,1.0,否,租赁,3000.0,A1,已婚无子女,5006.0,966.0,5.0,50-100,汉族,0.0,女,0.0,云南,0-5,0.0,1,1
660002019022000841,30.0,微信,中专,7103.0,12.0,2.0,是,1.0,1.0,否,租赁,8000.0,A1,已婚有子女,5008.0,989.0,20.0,0-50,汉族,0.0,女,0.0,甘肃,0-5,0.0,1,1
660002019030601021,22.0,PC,高中,3000.0,3.0,1.0,是,0.0,1.0,否,租赁,2000.0,A1,未婚,40.0,842.0,6.0,0-100元,汉族,1.0,男,0.0,内蒙古,0-5,0.0,1,1
660002019022700674,24.0,PC,中专,7103.0,4.0,1.0,否,0.0,1.0,是,全款,2000.0,A1,未婚,5010.0,649.0,27.0,200+,汉族,0.0,男,0.0,甘肃,5-10,0.0,1,1
660002019020902234,41.0,PC,小学,3000.0,4.0,1.0,是,1.0,1.0,是,全款,2000.0,A1,已婚有子女,55.0,649.0,9.0,101-200元,汉族,0.0,男,0.0,四川,0-5,0.0,1,1
660002019030901926,25.0,微信,高中,4500.0,12.0,1.0,是,0.0,1.0,否,租赁,5000.0,A1,未婚,86.0,633.0,9.0,50-100,汉族,1.0,男,0.0,新疆,50-100,0.0,1,0
660002019031100575,22.0,PC,大专,3000.0,3.0,1.0,是,1.0,1.0,是,与父母同住,2000.0,A1,未婚,16.0,842.0,11.0,0-100元,汉族,0.0,男,0.0,河南,0-5,0.0,1,1
660002019021901505,25.0,微信,高中,7104.0,3.0,1.0,否,0.0,1.0,否,全款,2000.0,A1,已婚有子女,5010.0,842.0,19.0,100-150,汉族,1.0,男,0.0,河南,10-20,1.0,1,1
660002019030901261,24.0,PC,中专,4800.0,3.0,1.0,是,1.0,1.0,否,全款,2000.0,A1,未婚,8.0,842.0,9.0,50-100,汉族,1.0,男,0.0,甘肃,0-5,1.0,1,1
660002019030703474,20.0,微信,初中,3000.0,4.0,1.0,是,1.0,1.0,是,与父母同住,3000.0,A1,未婚,3.0,966.0,7.0,0-100元,汉族,0.0,男,0.0,广东,5-10,1.0,0,0
660002019021802775,27.0,微信,初中,7102.0,3.0,1.0,否,0.0,1.0,否,自建房,2000.0,A1,未婚,5010.0,842.0,18.0,0-50,黎族,1.0,女,0.0,海南,0-5,1.0,1,1
660002019020300750,32.0,PC,初中,5000.0,12.0,1.0,否,1.0,2.0,是,自建房,8000.0,A1,未婚,6.0,949.0,3.0,100-150,汉族,0.0,男,1.0,贵州,5-10,0.0,1,1
660002019021502431,36.0,PC,本科,7104.0,3.0,1.0,否,miss,1.0,是,其他,2000.0,A1,已婚有子女,5010.0,842.0,15.0,50-100,维吾尔族,1.0,女,0.0,新疆,100-200,0.0,1,1
660002019021302441,31.0,PC,初中,7100.0,12.0,1.0,是,1.0,1.0,否,租赁,6000.0,A1,已婚有子女,48.0,757.0,13.0,50-100,汉族,0.0,男,1.0,内蒙古,200+,0.0,1,0
660002019030301872,35.0,PC,高中,7105.0,12.0,1.0,否,1.0,1.0,否,宿舍,4000.0,A1,离婚,5008.0,510.0,3.0,0-50,汉族,0.0,男,1.0,广东,20-50,0.0,1,0
660002019022504317,34.0,微信,大专,5000.0,4.0,1.0,否,1.0,1.0,否,租赁,3000.0,A1,已婚有子女,12.0,966.0,25.0,0-100元,汉族,1.0,男,0.0,云南,0-5,0.0,1,1
660002019021200908,36.0,PC,中专,7104.0,3.0,1.0,否,1.0,1.0,否,全款,2000.0,A1,已婚有子女,5010.0,842.0,12.0,100-150,汉族,1.0,男,0.0,内蒙古,0-5,0.0,1,0
660002019030802642,43.0,PC,高中,7105.0,3.0,1.0,是,1.0,1.0,是,与父母同住,2000.0,A1,已婚有子女,5007.0,842.0,8.0,50-100,汉族,1.0,男,0.0,甘肃,0-5,1.0,1,1
660002019031201229,28.0,PC,初中,5000.0,12.0,1.0,否,1.0,1.0,是,与父母同住,5000.0,A1,已婚有子女,36.0,633.0,12.0,0-100元,汉族,0.0,男,1.0,甘肃,20-50,1.0,1,1
660002019022003058,23.0,PC,大专,7105.0,4.0,1.0,否,miss,1.0,否,租赁,3000.0,A1,未婚,5010.0,966.0,20.0,50-100,汉族,1.0,男,0.0,贵州,50-100,0.0,1,1
660002019030500969,22.0,PC,初中,7103.0,3.0,1.0,否,0.0,1.0,是,与父母同住,2000.0,A1,未婚,5010.0,842.0,5.0,50-100,布依族,1.0,男,0.0,贵州,100-200,0.0,1,1
660002019030401536,34.0,PC,初中,4000.0,3.0,1.0,是,1.0,1.0,否,全款,2000.0,A1,已婚有子女,38.0,842.0,4.0,0-100元,汉族,0.0,女,0.0,宁夏,0-5,0.0,1,1
660002019022104028,25.0,微信,中专,7104.0,12.0,2.0,否,miss,1.0,是,与父母同住,4000.0,A1,未婚,5009.0,495.0,21.0,50-100,汉族,1.0,男,0.0,贵州,5-10,0.0,1,1
660002019031400524,18.0,PC,初中,7103.0,4.0,1.0,是,1.0,1.0,否,宿舍,3000.0,A1,未婚,5008.0,966.0,14.0,0-50,哈萨克族,1.0,男,0.0,新疆,100-200,0.0,1,1
660002019020701832,27.0,微信,初中,7104.0,12.0,1.0,miss,miss,1.0,是,与父母同住,8000.0,A1,已婚有子女,5010.0,1004.0,7.0,100-150,土家族,0.0,男,0.0,贵州,0-5,0.0,1,1
660002019030601418,29.0,PC,初中,7104.0,12.0,1.0,否,1.0,2.0,是,自建房,5000.0,A1,离婚,5010.0,599.0,6.0,100-150,回族,0.0,男,1.0,宁夏,5-10,0.0,1,1
660002019030100731,27.0,微信,初中,7102.0,9.0,1.0,否,1.0,1.0,否,自建房,5000.0,A1,已婚有子女,5010.0,793.0,1.0,100-150,汉族,0.0,女,0.0,贵州,0-5,0.0,1,1
660002019030900943,24.0,PC,高中,7103.0,3.0,1.0,否,0.0,1.0,否,宿舍,2000.0,A1,未婚,5010.0,842.0,9.0,50-100,汉族,0.0,女,0.0,甘肃,20-50,0.0,1,1
660002019021600729,38.0,PC,初中,4000.0,3.0,1.0,否,1.0,1.0,是,与父母同住,2000.0,A1,已婚有子女,12.0,842.0,16.0,101-200元,汉族,0.0,男,0.0,贵州,0-5,0.0,1,1
660002019021600361,52.0,微信,高中,7105.0,9.0,1.0,miss,miss,1.0,否,全款,4000.0,A1,已婚有子女,5010.0,638.0,16.0,50-100,汉族,1.0,女,0.0,新疆,5-10,0.0,1,1
660002019022202314,30.0,PC,初中,5000.0,12.0,1.0,是,1.0,1.0,否,宿舍,5000.0,A1,未婚,36.0,633.0,22.0,0-100元,汉族,0.0,男,1.0,贵州,0-5,0.0,1,1
660002019031302909,24.0,PC,高中,7104.0,4.0,1.0,否,1.0,1.0,是,与父母同住,3000.0,A1,未婚,5008.0,966.0,13.0,50-100,彝族,0.0,男,0.0,贵州,0-5,0.0,1,1
660002019030500494,28.0,PC,初中,7104.0,3.0,1.0,是,1.0,1.0,否,租赁,2000.0,A1,未婚,5010.0,842.0,5.0,50-100,汉族,0.0,男,0.0,陕西,20-50,0.0,1,1
660002019031001616,22.0,PC,初中,7105.0,4.0,1.0,否,0.0,1.0,否,宿舍,2000.0,A1,未婚,5008.0,649.0,10.0,50-100,彝族,0.0,男,0.0,贵州,5-10,0.0,1,1
660002019021701084,28.0,PC,初中,7104.0,4.0,1.0,否,1.0,1.0,否,租赁,2000.0,A1,未婚,5010.0,649.0,17.0,50-100,汉族,1.0,男,0.0,海南,10-20,0.0,1,1
660002019020500764,28.0,微信,初中,7103.0,9.0,1.0,否,1.0,1.0,否,租赁,5000.0,A1,已婚有子女,5006.0,793.0,5.0,50-100,汉族,0.0,男,0.0,浙江,0-5,0.0,0,0
660002019031402217,39.0,PC,初中,7104.0,12.0,1.0,否,0.0,1.0,否,租赁,6000.0,A1,已婚有子女,5009.0,757.0,14.0,100-150,汉族,0.0,女,1.0,贵州,0-5,0.0,1,0
660002019021701821,31.0,微信,高中,7102.0,4.0,1.0,否,0.0,1.0,否,租赁,3000.0,A1,未婚,5010.0,966.0,17.0,50-100,汉族,1.0,女,0.0,海南,20-50,0.0,1,1
660002019021200741,48.0,PC,小学,2500.0,4.0,1.0,是,0.0,1.0,否,其他,2000.0,A1,离婚,120.0,649.0,12.0,50-100,侗族,0.0,女,0.0,贵州,20-50,0.0,1,1
660002019022700803,28.0,PC,其他,6000.0,12.0,1.0,否,1.0,1.0,是,与父母同住,4000.0,A1,未婚,67.0,510.0,27.0,100-150,壮族,0.0,男,1.0,云南,0-5,0.0,1,1
660002019021904435,28.0,微信,初中,7103.0,3.0,1.0,是,1.0,1.0,是,自建房,2000.0,A1,已婚有子女,5010.0,842.0,19.0,100-150,布依族,1.0,男,0.0,贵州,0-5,0.0,1,1
660002019030903595,24.0,微信,中专,7102.0,3.0,1.0,是,1.0,1.0,否,宿舍,2000.0,A1,未婚,5010.0,842.0,9.0,50-100,维吾尔族,1.0,男,0.0,新疆,10-20,0.0,1,1
660002019031100726,22.0,PC,中专,7102.0,4.0,1.0,是,0.0,1.0,否,全款,2000.0,A1,已婚有子女,5010.0,649.0,11.0,50-100,回族,0.0,男,0.0,青海,200+,0.0,1,1
660002019030300509,37.0,微信,高中,5100.0,3.0,1.0,否,1.0,1.0,否,全款,2000.0,A1,已婚有子女,24.0,842.0,3.0,200+,汉族,0.0,男,0.0,内蒙古,5-10,0.0,1,1
660002019030803335,23.0,微信,高中,5000.0,4.0,1.0,是,1.0,1.0,否,宿舍,3000.0,A1,未婚,16.0,966.0,8.0,50-100,汉族,1.0,男,0.0,河南,5-10,0.0,1,0
660002019030602934,20.0,微信,初中,7102.0,3.0,1.0,否,1.0,1.0,否,宿舍,2000.0,A1,未婚,5009.0,842.0,6.0,100-150,汉族,1.0,男,0.0,贵州,5-10,0.0,1,1
660002019030302816,46.0,PC,高中,7102.0,4.0,1.0,miss,miss,1.0,是,与父母同住,2000.0,A1,已婚有子女,5010.0,649.0,3.0,100-150,汉族,0.0,男,0.0,云南,200+,0.0,1,1
660002019021501526,50.0,微信,初中,4000.0,12.0,1.0,否,1.0,1.0,是,与父母同住,4000.0,A1,已婚有子女,1.0,510.0,15.0,0-100元,汉族,0.0,男,0.0,贵州,0-5,0.0,1,1
660002019031100875,19.0,PC,初中,7102.0,4.0,1.0,否,1.0,1.0,否,宿舍,2000.0,A1,未婚,5009.0,649.0,11.0,0-50,汉族,1.0,男,0.0,宁夏,20-50,0.0,1,1
660002019021100724,22.0,微信,中专,7105.0,4.0,1.0,是,1.0,1.0,否,租赁,3000.0,A1,未婚,5010.0,966.0,11.0,50-100,汉族,1.0,男,0.0,西藏,200+,0.0,1,0
660002019022702555,25.0,PC,初中,7103.0,3.0,1.0,是,0.0,1.0,是,自建房,2000.0,A1,已婚有子女,5010.0,842.0,27.0,50-100,回族,1.0,男,0.0,宁夏,5-10,0.0,1,1
660002019020102671,41.0,PC,初中,3500.0,4.0,1.0,否,1.0,1.0,否,宿舍,3000.0,A1,已婚有子女,60.0,966.0,1.0,0-50,汉族,0.0,男,0.0,云南,200+,0.0,1,1
660002019020302615,27.0,PC,高中,7104.0,4.0,1.0,否,1.0,1.0,否,宿舍,2000.0,A1,未婚,5010.0,649.0,3.0,100-150,rare_nation,1.0,男,0.0,贵州,50-100,0.0,1,1
660002019031402823,26.0,PC,初中,7105.0,4.0,1.0,否,0.0,1.0,是,全款,2000.0,A1,未婚,5010.0,649.0,14.0,100-150,汉族,0.0,男,0.0,新疆,0-5,0.0,1,1
660002019020202510,23.0,PC,高中,7102.0,12.0,1.0,否,1.0,1.0,是,与父母同住,4000.0,A1,未婚,5010.0,510.0,2.0,50-100,汉族,1.0,男,1.0,云南,5-10,0.0,1,1
660002019021900346,32.0,微信,高中,7105.0,12.0,1.0,miss,miss,1.0,否,宿舍,8000.0,A1,已婚有子女,5009.0,1004.0,19.0,50-100,汉族,0.0,女,0.0,rare_prov,200+,0.0,1,0
660002019030900192,22.0,微信,初中,7105.0,3.0,1.0,否,1.0,1.0,是,与父母同住,2000.0,A1,未婚,5010.0,842.0,9.0,100-150,rare_nation,1.0,男,0.0,浙江,0-5,0.0,0,0
660002019022300041,36.0,微信,大专,4000.0,12.0,1.0,否,1.0,1.0,否,全款,4000.0,A1,离婚,48.0,510.0,23.0,200+,汉族,0.0,女,0.0,rare_prov,20-50,0.0,1,1
660002019021001359,27.0,PC,初中,7103.0,4.0,1.0,否,1.0,1.0,否,租赁,2000.0,A1,已婚有子女,5010.0,649.0,10.0,100-150,汉族,1.0,男,0.0,云南,5-10,1.0,1,1
660002019022003897,32.0,微信,初中,9000.0,9.0,1.0,否,1.0,1.0,否,宿舍,5000.0,A1,未婚,4.0,793.0,20.0,0-100元,汉族,0.0,男,0.0,新疆,200+,0.0,1,0
660002019021103330,39.0,PC,初中,7103.0,4.0,1.0,是,miss,1.0,是,与父母同住,3000.0,A1,已婚有子女,5010.0,966.0,11.0,0-50,汉族,0.0,男,0.0,山西,20-50,0.0,1,1
660002019031102800,31.0,PC,中专,7103.0,3.0,1.0,否,0.0,1.0,是,自建房,2000.0,A1,已婚有子女,5008.0,842.0,11.0,100-150,汉族,1.0,男,0.0,甘肃,20-50,0.0,1,1
660002019021502625,36.0,PC,初中,4500.0,12.0,1.0,否,1.0,2.0,否,租赁,8000.0,A1,已婚有子女,37.0,949.0,15.0,0-100元,汉族,0.0,男,1.0,四川,5-10,0.0,1,1
660002019022500925,38.0,PC,初中,4000.0,12.0,1.0,否,1.0,1.0,否,其他,7000.0,A1,已婚有子女,48.0,822.0,25.0,0-100元,回族,0.0,男,0.0,宁夏,200+,0.0,1,1
660002019022002665,42.0,PC,高中,7105.0,3.0,1.0,否,0.0,1.0,是,与父母同住,2000.0,A1,离婚,5010.0,842.0,20.0,100-150,维吾尔族,1.0,男,0.0,新疆,0-5,0.0,1,1
660002019021401787,42.0,PC,小学,4500.0,3.0,1.0,否,1.0,1.0,否,全款,2000.0,A1,已婚有子女,24.0,842.0,14.0,101-200元,汉族,0.0,男,0.0,新疆,200+,0.0,1,0
660002019030600424,26.0,微信,大专,6000.0,9.0,1.0,否,1.0,1.0,否,宿舍,4000.0,A1,未婚,38.0,638.0,6.0,101-200元,汉族,1.0,男,0.0,内蒙古,50-100,0.0,1,0
660002019022702114,32.0,PC,初中,7103.0,3.0,1.0,是,0.0,1.0,是,自建房,2000.0,A1,未婚,5010.0,842.0,27.0,100-150,黎族,0.0,男,0.0,贵州,5-10,0.0,1,1
660002019021100175,24.0,微信,中专,3000.0,9.0,1.0,是,1.0,1.0,是,与父母同住,4000.0,A1,未婚,36.0,638.0,11.0,0-100元,汉族,0.0,男,0.0,海南,5-10,0.0,1,1
660002019021000619,26.0,PC,初中,4500.0,4.0,1.0,否,1.0,1.0,否,其他,3000.0,A1,未婚,6.0,966.0,10.0,101-200元,彝族,0.0,男,0.0,贵州,20-50,1.0,1,1
660002019021202823,22.0,PC,高中,2500.0,4.0,1.0,否,1.0,1.0,否,租赁,2000.0,A1,未婚,7.0,649.0,12.0,101-200元,苗族,0.0,男,0.0,贵州,100-200,0.0,1,1
660002019021201606,26.0,PC,初中,4000.0,4.0,1.0,是,1.0,1.0,否,与父母同住,3000.0,A1,未婚,84.0,966.0,12.0,50-100,汉族,0.0,男,0.0,宁夏,5-10,0.0,1,1
660002019022401688,30.0,PC,初中,4500.0,3.0,1.0,是,1.0,1.0,是,全款,2000.0,A1,已婚有子女,48.0,842.0,24.0,150-200,维吾尔族,0.0,男,0.0,新疆,0-5,0.0,1,1
660002019020401314,27.0,PC,初中,7103.0,6.0,1.0,否,0.0,1.0,是,自建房,4000.0,A1,已婚无子女,5007.0,826.0,4.0,50-100,侗族,1.0,男,0.0,贵州,5-10,0.0,1,1
660002019022301776,24.0,PC,大专,7103.0,3.0,1.0,是,0.0,1.0,否,租赁,2000.0,A1,未婚,5009.0,842.0,23.0,50-100,汉族,1.0,女,0.0,新疆,20-50,0.0,1,0
660002019030301909,23.0,PC,初中,7103.0,3.0,1.0,miss,miss,1.0,否,自建房,2000.0,A1,已婚有子女,5010.0,842.0,3.0,50-100,汉族,1.0,女,0.0,海南,0-5,0.0,1,1
660002019031401814,38.0,PC,初中,7104.0,3.0,1.0,miss,miss,1.0,否,全款,2000.0,A1,已婚有子女,5010.0,842.0,14.0,50-100,汉族,0.0,男,0.0,贵州,0-5,0.0,1,1
660002019022502217,43.0,PC,小学,7103.0,3.0,1.0,是,1.0,1.0,否,宿舍,2000.0,A1,离婚,5009.0,842.0,25.0,0-50,维吾尔族,1.0,男,0.0,新疆,5-10,1.0,1,1
660002019030603081,24.0,PC,初中,2000.0,3.0,1.0,否,1.0,1.0,是,与父母同住,2000.0,A1,丧偶,3.0,842.0,6.0,0-100元,汉族,0.0,女,0.0,宁夏,0-5,0.0,1,0
660002019022001645,32.0,微信,高中,7105.0,9.0,1.0,是,1.0,1.0,是,全款,4000.0,A1,离婚,5010.0,638.0,20.0,50-100,维吾尔族,2.0,男,0.0,新疆,10-20,0.0,1,1
660002019031101828,33.0,PC,初中,7104.0,12.0,1.0,否,0.0,1.0,否,全款,4000.0,A1,已婚有子女,5009.0,510.0,11.0,100-150,汉族,0.0,女,1.0,贵州,0-5,0.0,1,1
660002019021400857,35.0,PC,中专,7102.0,3.0,1.0,否,1.0,1.0,否,宿舍,2000.0,A1,未婚,5010.0,842.0,14.0,50-100,回族,1.0,女,0.0,新疆,10-20,0.0,1,1
660002019020100802,29.0,PC,初中,7103.0,3.0,1.0,否,miss,1.0,否,宿舍,2000.0,A1,已婚有子女,5010.0,842.0,1.0,50-100,彝族,1.0,男,0.0,贵州,20-50,0.0,1,1
660002019021002791,25.0,微信,初中,7103.0,9.0,1.0,否,0.0,1.0,否,宿舍,5000.0,A1,未婚,5009.0,793.0,10.0,50-100,汉族,1.0,男,0.0,海南,20-50,0.0,1,0
660002019030402694,35.0,PC,大专,7103.0,12.0,1.0,是,0.0,1.0,否,全款,6000.0,A1,已婚有子女,5010.0,757.0,4.0,50-100,汉族,0.0,男,1.0,山西,10-20,0.0,1,0
660002019021402532,40.0,PC,初中,7105.0,9.0,1.0,是,miss,1.0,是,自建房,4000.0,A1,已婚有子女,5010.0,638.0,14.0,50-100,汉族,1.0,男,1.0,甘肃,0-5,0.0,1,1
660002019020500150,30.0,微信,高中,7103.0,12.0,1.0,否,1.0,1.0,否,租赁,8000.0,A1,未婚,5008.0,1004.0,5.0,100-150,汉族,0.0,男,0.0,贵州,5-10,1.0,1,1
660002019031302304,20.0,微信,高中,7103.0,3.0,1.0,是,0.0,1.0,是,与父母同住,2000.0,A1,未婚,5010.0,842.0,13.0,50-100,维吾尔族,1.0,男,0.0,新疆,5-10,0.0,1,1
660002019021400897,33.0,PC,初中,5000.0,9.0,1.0,否,1.0,1.0,否,全款,4000.0,A1,离婚,25.0,638.0,14.0,0-100元,汉族,0.0,男,1.0,rare_prov,200+,0.0,1,1
660002019022600974,31.0,PC,初中,7103.0,3.0,1.0,是,1.0,1.0,是,与父母同住,2000.0,A1,未婚,5010.0,842.0,26.0,50-100,汉族,0.0,男,0.0,海南,5-10,0.0,1,1
660002019021402237,48.0,PC,高中,7103.0,12.0,1.0,miss,miss,1.0,否,全款,6000.0,A1,已婚有子女,5007.0,757.0,14.0,50-100,苗族,1.0,女,1.0,贵州,5-10,0.0,1,1
660002019022700584,20.0,PC,高中,7105.0,4.0,1.0,否,1.0,1.0,否,宿舍,3000.0,A1,未婚,5009.0,966.0,27.0,100-150,汉族,1.0,男,0.0,青海,50-100,1.0,1,1
660002019030700566,36.0,PC,初中,7104.0,12.0,1.0,miss,miss,1.0,否,租赁,4000.0,A1,已婚有子女,5009.0,510.0,7.0,100-150,汉族,1.0,男,1.0,贵州,0-5,0.0,1,1
660002019021102293,39.0,微信,本科,3000.0,4.0,1.0,是,1.0,1.0,是,自建房,3000.0,A1,已婚有子女,60.0,966.0,11.0,0-50,哈萨克族,0.0,女,0.0,新疆,50-100,0.0,1,1
